Link,Comment ID,Time,Username,raw_content of comment,cleaned,length,informality,swear,politeness,numeric politeness,algorithm's confidence,politeness
https://twitter.com/NASA/status/899696632991698944,'899697113306730497,21/8/17 18:18,Taliyah,@NASA Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899710637382795264,'899712267083763717,21/8/17 19:18,Emeel Seefan,@NASA Good,Good,4,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899725676646998017,'899873608863948801,22/8/17 05:59,Nandkumar Hari Chure,@NASA Nice,Nice,4,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899725676646998017,'900085771633348610,22/8/17 20:02,Beatrice,@NASA Neat,Neat,4,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/900788171205640192,'901055558685343745,25/8/17 12:16,Ethiraj.K,@NASA Nice,Nice,4,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/903665542078267393,'903669471012945920,1/9/17 17:22,Ryan Kraus,@NASA Whew,Whew,4,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/903665542078267393,'903688234965794816,1/9/17 18:37,:/,@oepepper @NASA Nope,Nope,4,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/904152724651909120,'905923667783106560,7/9/17 22:40,Wong Yin,@NASA @AstroPeggy @Astro2fish Cool https://t.co/DvSbA2T1Rc,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/904820620864704513,'905082606290698240,5/9/17 14:58,WolfieTheBrownie,@NASA @NASAVoyager Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/905122248264007680,'906905278599258112,10/9/17 15:40,Andres Hurtado,@NASA @NASAJPL @WilliamShatner @Asperger_Nerd Nice,Nice,4,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/905491340187897857,'905653292495101952,7/9/17 04:45,Joshua Luis Martinez,@NASA Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/905491340187897857,'905665811183919106,7/9/17 05:35,Sami Sauro,@NASA Nice,Nice,4,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/905491340187897857,'906244477412667393,8/9/17 19:54,Heather,@NASA Damn,Damn,4,100,100,impolite,-1,78%,impolite
https://twitter.com/NASA/status/905491340187897857,'906323449609629696,9/9/17 01:08,ahmed zarouki,@NASA good,good,4,0,0,polite,1,65%,polite
https://twitter.com/NASA/status/907349794854711296,'907557979074977792,12/9/17 10:54,abhishek,@NASA good,good,4,0,0,polite,1,65%,polite
https://twitter.com/NASA/status/908639942355668993,'908641776956788738,15/9/17 10:40,Buzz Aldrin,@NASA @CassiniSaturn Fake,Fake,4,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/908678835603951617,'908749578270363648,15/9/17 17:49,Javed Sarwar,@NASA @CassiniSaturn fake,fake,4,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/909183628688658432,'909224908160352256,17/9/17 01:18,FN-2187,@NASA @NASAHubble Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/909183628688658432,'909247174130720769,17/9/17 02:46,Batchelor Law Firm,@NASA @NASAHubble Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/909183628688658432,'909250263407570945,17/9/17 02:58,Buzzy Muzzwelle,@NASA @NASAHubble Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/911247752369250304,'911248330637938688,22/9/17 15:18,Cruise Bob,@NASA cool,cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/911247752369250304,'912419754924810242,25/9/17 20:53,Stanley Taylor,@NASA Amen,Amen,4,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911629737705041920,'911666366721200128,23/9/17 18:59,Javed Sarwar,@NASA @NASAJuno fake,fake,4,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/911986840680398848,'915335562910937088,3/10/17 21:59,Countess of A.,@NASA like,like,4,0,0,impolite,-1,63%,impolite
https://twitter.com/NASA/status/916730096635011072,'916730335768993792,7/10/17 18:21,Carlos Garcia,@NASA Dope,Dope,4,100,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/916730096635011072,'916920039823106048,8/10/17 06:55,Piyush Bhagwat,@NASA Cool,Cool,4,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/920071204974858241,'920370228701298688,17/10/17 19:25,???????? ????,@NASA @NASAInterns What,What,4,0,0,impolite,-1,74%,impolite
https://twitter.com/NASA/status/922934555019038721,'922935469620563970,24/10/17 21:18,Wagon Pilot Adventures,@NASA @NASASun Same,Same,4,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'923891244140347392,27/10/17 12:36,Youku watr,@NASA good,good,4,0,0,polite,1,65%,polite
https://twitter.com/NASA/status/923608925609578503,'924633728034459648,29/10/17 13:47,Sherry,@NASA Wind,Wind,4,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/893983214372622336,'893983839240036354,5/8/17 23:55,TheOneStock,@NASA @NASAVoyager Hello,Hello,5,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/893983214372622336,'894362473259831297,7/8/17 01:00,David Hartley,@NASA @Kalonica_ @NASAVoyager y tho,y tho,5,50,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/897516501527384064,'897536856148951040,15/8/17 19:13,Pat Brown,@NASA @NASAVoyager Peace,Peace,5,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/897516501527384064,'897602924443992065,15/8/17 23:36,Chris KnightLPp0,@NASA @NASAVoyager TRUMP,TRUMP,5,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/898701520320974848,'898701657596280832,19/8/17 00:22,Dennis O',@NASA Cool!,Cool!,5,100,0,polite,1,63%,polite
https://twitter.com/NASA/status/898701520320974848,'898701875049930752,19/8/17 00:23,SandTrooper1,@NASA Nice!,Nice!,5,0,0,polite,1,63%,polite
https://twitter.com/NASA/status/898701520320974848,'898706068322131968,19/8/17 00:39,Abdul,@NASA Great,Great,5,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/898701520320974848,'898707483765690368,19/8/17 00:45,USSRwillcomeback,@NASA Scary,Scary,5,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/898701520320974848,'898764490627362817,19/8/17 04:32,DarekT,@NASA Scary,Scary,5,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/899336381021007872,'899343498721189888,20/8/17 18:52,DanielPierceScrugz,@je2bisty @NASA What?,What?,5,0,0,impolite,-1,74%,impolite
https://twitter.com/NASA/status/899336381021007872,'899698400773451776,21/8/17 18:23,gaby,@NASA Cool?,Cool?,5,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899336381021007872,'899770831970095104,21/8/17 23:10,GWAPOS??°,@NASA Nice.,Nice.,5,0,0,polite,1,61%,polite
https://twitter.com/NASA/status/899695874414059522,'899954949374726145,22/8/17 11:22,IBLamba,@NASA Epic!,Epic!,5,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/899696632991698944,'899726569064861697,21/8/17 20:15,Green Faery: Eco-Friendly Living,@NASA Cool!,Cool!,5,100,0,polite,1,63%,polite
https://twitter.com/NASA/status/899725676646998017,'900014484076601349,22/8/17 15:19,davidbamanya,@NASA Seen.,Seen.,5,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/899725676646998017,'900287539273121793,23/8/17 09:24,ZIAN,@NASA Great,Great,5,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/900788171205640192,'901229463605739521,25/8/17 23:47,kev,@NASA Sweet,Sweet,5,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/903665542078267393,'903668928362291200,1/9/17 17:20,The Rose,@NASA Woah!,Woah!,5,100,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/903665542078267393,'903690313499164672,1/9/17 18:45,G M,@NASA Whew!,Whew!,5,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/903665542078267393,'903780793289498624,2/9/17 00:45,Himanshu Vishwakarma,@NASA When?,When?,5,0,0,impolite,-1,66%,impolite
https://twitter.com/NASA/status/903665542078267393,'903834611981135876,2/9/17 04:18,kuldeep singh,@NASA Great,Great,5,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/903665542078267393,'903836247994634243,2/9/17 04:25,Mwangi James,@NASA when?,when?,5,0,0,impolite,-1,64%,impolite
https://twitter.com/NASA/status/903665542078267393,'906126980529213440,8/9/17 12:08,Mischael gomes,@NASA Oaks!,Oaks!,5,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/904152724651909120,'904153196389691392,3/9/17 01:24,Paul Kalac,@NASA @AstroPeggy @Astro2fish ouch!,ouch!,5,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/904152724651909120,'904153430465314817,3/9/17 01:25,???????? ??????????,@NASA @AstroPeggy @Astro2fish Ouch!,Ouch!,5,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/904162867435388929,'904174856341770240,3/9/17 02:50,Raju Bogati,@NASA @USEmbassyNepal @AstroPeggy GREAT,GREAT,5,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/904162867435388929,'904398658577293313,3/9/17 17:40,anghel mihai,@NASA @AstroPeggy super,super,5,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/905491340187897857,'905600287498526721,7/9/17 01:15,?? V??,@NASA Dm me @EthsMinionette,Dm me,5,50,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/905491340187897857,'905635917553131520,7/9/17 03:36,??Buggs McGhee??,@NASA Yikes,Yikes,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/906559851303759873,'906573147821957120,9/9/17 17:40,RT Studio,@NASA @Shoegnome @NASAEarth Scary,Scary,5,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/906559851303759873,'906621420502966273,9/9/17 20:52,Longey13,@NASA @NASAJPL @NASAEarth Scary,Scary,5,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/907349794854711296,'907451000599986176,12/9/17 03:49,Linda Heard,@NASA Tears,Tears,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/907349794854711296,'907532326342500352,12/9/17 09:12,OnalaskaPublic,@NASA Oh my,Oh my,5,50,0,impolite,-1,70%,impolite
https://twitter.com/NASA/status/909183628688658432,'909184214888796161,16/9/17 22:36,Tweetsquared,@NASA @NASAHubble Whoa!,Whoa!,5,100,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/909183628688658432,'909190306507186184,16/9/17 23:00,Ahmet Soyturk,@LowkeyLukaku9 @NASA @NASAHubble Dayum,Dayum,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911629737705041920,'911632146611232769,23/9/17 16:43,Kandee Mer,@NASA @NASAJuno Home?,Home?,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911986840680398848,'911991048360079360,24/9/17 16:29,Tery Charlie Sanders,@taiwane233 @NASA Me to,Me to,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911986840680398848,'912033470234320896,24/9/17 19:18,"black lives matter, always",@lysillia @NASA a lot,a lot,5,0,0,impolite,-1,65%,impolite
https://twitter.com/NASA/status/915947591937925122,'915947726621351942,5/10/17 14:32,OwettaDanelleThigpen,@NASA @VP Great,Great,5,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/916730096635011072,'916809152181227520,7/10/17 23:35,The Mars Generation,@Aleparmeggiani @NASA @AstronautAbby Neat!,Neat!,5,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/916730096635011072,'916898518878511104,8/10/17 05:30,#shriyu??,@NASA Okay?,Okay?,5,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/917913048353996800,'917920806931451905,11/10/17 01:12,cecilia BLM,@Ashokhaldar6 @NASA thor?,thor?,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/921502707302707200,'921536217392582657,21/10/17 00:38,Anisotropic,@NASA @NASASun Rude.,Rude.,5,0,0,impolite,-1,72%,impolite
https://twitter.com/NASA/status/922934555019038721,'922955499334656000,24/10/17 22:38,2flegels,@NASA @NASASun Cool.,Cool.,5,100,0,polite,1,61%,polite
https://twitter.com/NASA/status/922934555019038721,'922957354865369089,24/10/17 22:45,Efren Vazquez,@NASA @NASASun Crazy,Crazy,5,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/922934555019038721,'923021974825324545,25/10/17 03:02,Johnny K,@NASA @NASASun Cool.,Cool.,5,100,0,polite,1,61%,polite
https://twitter.com/NASA/status/923608925609578503,'923611113572376576,26/10/17 18:03,Sayundi,@NASA Water,Water,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'923612016912187392,26/10/17 18:07,The Same New Normal Georgie,@NASA Easy: https://t.co/Q3083ljSPq,Easy:,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'923630354006708225,26/10/17 19:20,RB,@NASA Water,Water,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'923639596965093376,26/10/17 19:56,cfist97,@NASA Wind?,Wind?,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'923671086134366208,26/10/17 22:02,JUIA?,@NASA Water,Water,5,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/897229103954309120,'897272984489967617,15/8/17 01:45,C. Michael Gibson MD,@NASA Cool ?,Cool ?,6,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/898163671402237953,'898560728579178496,18/8/17 15:02,Sri Sazal SD-S2N,@NASA @Twitter Thanks,Thanks,6,0,0,polite,1,60%,polite
https://twitter.com/NASA/status/899037827626930176,'899719125550989314,21/8/17 19:45,F,@NASA RITUAL,RITUAL,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/899336381021007872,'899429531093790720,21/8/17 00:34,Emersonmartin5830@gm,@NASA Thanks,Thanks,6,0,0,polite,1,60%,polite
https://twitter.com/NASA/status/899666864036392962,'899668308475228161,21/8/17 16:23,? ? ? ? ?,@NASA Nice ?,Nice ?,6,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899666864036392962,'899677078127128578,21/8/17 16:58,S.Gnana Prakash,@NASA @MsKajalAggarwal Thanks,Thanks,6,0,0,polite,1,60%,polite
https://twitter.com/NASA/status/899695874414059522,'899701033429082114,21/8/17 18:33,Carol Irvin,@NASA Whoa!!,Whoa!!,6,100,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/899696632991698944,'899697739059138568,21/8/17 18:20,Figen..,@NASA Super!,Super!,6,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/899696632991698944,'899720747437916160,21/8/17 19:51,Melanie Bianca Jung Bello,@NASA Yeah ?,Yeah ?,6,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/899710637382795264,'899711770956361729,21/8/17 19:16,Miguel Angel?,@NASA Soon ?,Soon ?,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/900788171205640192,'900907519970869248,25/8/17 02:27,Nishit,@PTee17 @NASA @SwaroopParth Woah ?,Woah ?,6,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/901444890671927296,'901465239404724224,26/8/17 15:23,Melissa,@NASA Goals.,Goals.,6,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/903665542078267393,'903680774578159616,1/9/17 18:07,Waldah_Nattabi,@NASA its ok,its ok,6,50,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/904152724651909120,'904161986111561728,3/9/17 01:59,Kim Smith ??,@NASA @AstroPeggy @Astro2fish Sweet!,Sweet!,6,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/904162867435388929,'904342910476398592,3/9/17 13:58,Temitope,@NASA Oh wow,Oh wow,6,50,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/904820620864704513,'904823975263571969,4/9/17 21:50,Arquivo da Imprensa,@NASA @NASAVoyager nice!!,nice!!,6,0,0,polite,1,66%,polite
https://twitter.com/NASA/status/907349794854711296,'907359747195785216,11/9/17 21:46,CaptainFox,@NASA A lot.,A lot.,6,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/908353030747312128,'908395813969190912,14/9/17 18:23,????,@NASA @CassiniSaturn woah ?,woah ?,6,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/908353030747312128,'908436192164589569,14/9/17 21:04,(Quarantined) Moonlitdance,@NASA @CassiniSaturn Pretty,Pretty,6,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/908639942355668993,'912234843903266816,25/9/17 08:38,Ben Long,@NASA @breeze_w @CassiniSaturn Sureee,Sureee,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/909183628688658432,'909186371339919360,16/9/17 22:44,Beyazz einfach goat shit,@NASA @NASAHubble @ahmetsoyturk0  O shit,O shit,6,100,50,impolite,-1,78%,impolite
https://twitter.com/NASA/status/909183628688658432,'909224673271074816,17/9/17 01:17,CariseCatherine.,@NASA @NASAHubble Yummy!,Yummy!,6,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/909183628688658432,'909254288999886848,17/9/17 03:14,Taryn Kelly,@NASA @NASAHubble Oh oh!,Oh oh!,6,100,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/909183628688658432,'910228538967523328,19/9/17 19:46,G Steezy,@MeeksIsRaw @NASA @NASAHubble Bruh..,Bruh..,6,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911986840680398848,'911990563230158862,24/9/17 16:27,Evanplier,@NASA Thanks,Thanks,6,0,0,polite,1,60%,polite
https://twitter.com/NASA/status/911986840680398848,'912006146818318337,24/9/17 17:29,OReilly,@NASA lemony,lemony,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/911986840680398848,'912019454753689600,24/9/17 18:22,Kandee Mer,@NASA Home??,Home??,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/915947591937925122,'915953022227771394,5/10/17 14:53,Beige Trundullbush,@davidbcharter @NASA @VP Indeed,Indeed,6,100,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/916730096635011072,'916739926573633537,7/10/17 19:00,Michael Griffis,@NASA Pretty,Pretty,6,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/920071204974858241,'920077916708528129,17/10/17 00:04,GerardX101,@NASA @NASAInterns Realy?,Realy?,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/920071204974858241,'920119034552766466,17/10/17 02:47,JaeMotional | ORV HAS EATEN ME WHOLE,@kelluzumi @NASA @NASAInterns ? omfg,? omfg,6,100,100,impolite,-1,67%,impolite
https://twitter.com/NASA/status/922934555019038721,'922935155316047872,24/10/17 21:17,Tamara Alexis ‘Mrs. Putin’,@NASA @NASASun Small?,Small?,6,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/923608925609578503,'924269123772837888,28/10/17 13:38,NATEGOTTI,@NASA STRESS,STRESS,6,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/924316087373717506,'924318685191315457,28/10/17 16:55,debra scott,@NASA @Space_Station In awe,In awe,6,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/893576652772560897,'893807893589483521,5/8/17 12:16,mandy c,@NASA @Marvel So cute,So cute,7,0,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/893576652772560897,'893817419604480000,5/8/17 12:54,Rob Armstrong,@NASA Nice ??,Nice ??,7,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/893576652772560897,'893862940255805440,5/8/17 15:55,Kevin J DeBruin ?,@Tha_Relic @NASA We try!,We try!,7,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/898163671402237953,'898191677017530368,17/8/17 14:35,Michael,@NASA @Twitter Amazing https://t.co/LeYTDwXFQr,Amazing,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/898163671402237953,'899709458149978113,21/8/17 19:07,Emilia Addo,@NASA @Twitter Love it,Love it,7,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/898701520320974848,'898702401074364418,19/8/17 00:25,Jared,@NASA dang it,dang it,7,50,50,impolite,-1,62%,impolite
https://twitter.com/NASA/status/898701520320974848,'898703482257100801,19/8/17 00:29,Bansheebot,@NASA Too bad,Too bad,7,0,0,impolite,-1,81%,impolite
https://twitter.com/NASA/status/899037827626930176,'900018714736721920,22/8/17 15:35,Kerlyn Ana Guerrero,@NASA Eclipse,Eclipse,7,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/899336381021007872,'899604992507617280,21/8/17 12:11,緑通訳蟻?????,@NASA @SarahSFrench Eclipse,Eclipse,7,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/899667251833516032,'899667754151796736,21/8/17 16:21,DNMZ,@NASA @Twitter @Periscope Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899667251833516032,'899669488630714369,21/8/17 16:28,kaybee46,@NASA @Twitter @Periscope Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899667251833516032,'899669995734667267,21/8/17 16:30,Louis D'Antonio,@NASA @Twitter @Periscope Love!!!,Love!!!,7,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/899667251833516032,'899675038474878976,21/8/17 16:50,Matt zweck,@NASA @RobMayeda @Twitter @Periscope Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899667251833516032,'899689897505812481,21/8/17 17:49,Johnjosephsmith,@NASA @SenateDems @Twitter @Periscope So cool,So cool,7,50,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/899693707859021824,'899694559935963136,21/8/17 18:07,Vikas,@NASA @PathanAsmakhan @Space_Station awesome,awesome,7,100,0,polite,1,66%,polite
https://twitter.com/NASA/status/899693707859021824,'899700333349187584,21/8/17 18:30,Adumb,@fgdcat17 @NASA @Space_Station Dude. ?,Dude. ?,7,100,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/899693707859021824,'900749516315426816,24/8/17 15:59,Stanley Taylor,@NASA @Space_Station Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899695874414059522,'899696415449915394,21/8/17 18:15,Shane ?,@NASA CHILLS.,CHILLS.,7,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/899695874414059522,'899702640728309760,21/8/17 18:39,DAVID HOGAN,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899695874414059522,'899711504928448514,21/8/17 19:15,Aditya pardeshi,@NASA Amazing,Amazing,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/899695874414059522,'899717907072110592,21/8/17 19:40,Luis Paulo ??,@dhaniellaSousa @NASA Que top,Que top,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/899695874414059522,'899729786339196928,21/8/17 20:27,By Gen,@NASA @GeorgeLlorente AMAZING,AMAZING,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/899696632991698944,'899698031989338113,21/8/17 18:21,Cancer(mentally) Kid Musty,@NASA Amazing,Amazing,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/899696632991698944,'899731415327268866,21/8/17 20:34,Otavalos,@NASA amazing,amazing,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/899696632991698944,'899735498587086853,21/8/17 20:50,michele simcoe,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899696632991698944,'899771761889300483,21/8/17 23:14,Raelynn Lauderbach,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899710637382795264,'899711176405372930,21/8/17 19:13,Becky D,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899725676646998017,'899725818569609216,21/8/17 20:12,Ronny Raggini,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899725676646998017,'899731346720948225,21/8/17 20:34,sir brian tom,@NASA Awesome,Awesome,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/899725676646998017,'899767897441968128,21/8/17 22:59,Janice Slade,@NASA AWESOME,AWESOME,7,100,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/900788171205640192,'900788364143726592,24/8/17 18:34,Juan Esteban Silva,@NASA Oh yes!,Oh yes!,7,100,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/900788171205640192,'902127416377782272,28/8/17 11:15,Cardinal,@NASA Amazing,Amazing,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/903665542078267393,'903714579997450241,1/9/17 20:22,Khomo_khomotso,@NASA Science,Science,7,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/903665542078267393,'904620646251978752,4/9/17 08:22,Marshall,@NASA Lucky ?,Lucky ?,7,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/904162867435388929,'904163343920881664,3/9/17 02:05,Kimi Schmitz?,@NASA @AstroPeggy RESPECT,RESPECT,7,0,0,impolite,-1,61%,impolite
